Description,Title,URL,Compensation,Address,Employment Type
"
        
We are a dynamic and environmentally committed 20+ year old New York company specializing in high end metalwork fabrication and antique restoration for the architecture and interior design community. We're looking for a highly motivated Engineer to join our Project Management department. We operate out of our 20,000 square foot, solar powered, LEED Gold factory in Bushwick. If you have an interest in metalwork, and are passionate about sustainability issues, drop us a line. We offer a friendly, modern work environment and a passion for craftsmanship and innovation. 

Requirements: 

•	5 years experience in the Mechanical Engineering field  
•	A broad understanding of major glass and metal manufacturing processes as well as design parameters for Incandescent, Gas, and LED lighting technologies
•	Ability to remain engaged, proactive and positive in tough circumstances, owning assignments & taking full accountability for success
•	Superior research and communication skills, strong organization skills with meticulous attention to detail
•	Strong, quick, computer skills, Proficiency in Solidworks. Experience with common MS office programs (Word, Excel, PowerPoint, Project) 
•	Excellent people skills, 'on the shop floor' attitude, hands on. 
•	Understanding of product development lifecycles, design change and document change control, product and process verification and validation methodologies, and manufacturing / production process control methodologies.

Your Duties Will Encompass: 

1.	Designing and costing new collections and custom work including prototyping, 
2.	Supporting production of Made to Order and custom work including product updates and improving and modifying legacy designs
3.	Troubleshooting issues of design in the manufacturing process
4.	Simplifying strategy into specific actions with clear accountability, making decisions with speed & accuracy based on best available information and communicating priorities clearly & concisely.
5.	Communicate clearly with coworkers, supervisors
6.	Plan for growth by efficiency. Bring forward new ideas that propel your department and the company in service of ""On time, on quality, and on budget""

Take this opportunity to work with a small, fun, team in a friendly shop that values quality craftsmanship.  We offer a comfortable working environment, competitive wages and top benefits along with opportunity for career growth.

This is a full time Monday - Friday position with benefits (PTO/Med/Den/401K).  Position located in our production facility, salary is commensurate with experience.  

Please reply with ALL of the following to be considered for this position:
-a cover letter 
-a verifiable resume
-a writing sample on any topic of your choice
-salary requirement

    ",Mechanical Engineer & Product Designer,https://newyork.craigslist.org/brk/egr/d/mechanical-engineer-product/6321819871.html,Salary is commensurate with experience.,,full-time
"
        
CAD PROFICIENCY ABSOLUTE REQUIREMENT

- MUST KNOW HOW TO MAKE DETAILS, ELEVATIONS, SECTIONS, RCP, FURNITURE PLAN, ELECTRICAL PLAN
- MUST KNOW CONSTRUCTION NOTES
- MUST KNOW HOW TO PUT A CONSTRUCTION SET TOGETHER
- PROFICIENCY IN ENGLISH LANGUAGE
- 3D PROGRAMS A PLUS BUT NOT REQUIRED

Small interior design firm, just got a new project and in need of a draftsperson to get this done in about 3 weeks, so the person must have time to put into this project.
    ",CAD DRAFTING NEEDED,https://newyork.craigslist.org/mnh/egr/d/cad-drafting-needed/6322077360.html,To be discussed,East Harlem,contract
"
        
Leads and manages engineering and consulting projects and assignments. Provides clear and specific objectives to project engineers and staff and is responsible for their success. This may include conventional engineering analysis and specification review with regard to types of projects such as technical reviews, energy efficiency program implementation and evaluation, technical studies, and facility energy audits. Has demonstrated expertise in multiple energy efficient technologies and is able to use expertise to support ERS business development efforts.
The following sections describe key aspects of the position and include but are not limited to those described below.

PRIMARY OBJECTIVES

	Ensure client satisfaction
	Produce work results that meet ERS's high standards
	Provide technical leadership and mentoring to employees
	Provide technical leadership in specific areas for the company
	Support ERS's business development efforts

ROLES AND RESPONSIBILITIES

	Effectively manages customer and client relationships
	Manages complex projects from start to finish
	Ensures project quality assurance protocols are implemented
	Manages and participates in concurrent projects
	Leads and manages energy policy and research projects
	Leads the development and implementation of M&V plans and the completion of M&V reports and direct engineers in this process
	Leads individuals and teams on comprehensive energy assessments and analyses including site analysis work and creation of the final site reports
	Leads presentations to a variety of organizations including utility customers, trade allies, and utility management on energy efficient technologies, programs, and evaluations
	Manages resource deployment and delegates and oversees work tasks
	Independently resolves technical problems
	Functions in a team environment to cooperatively achieve ERS and project goals 
	Independently creates, tracks, and manages project budgets and provides status reports to management
	Actively participates in business development activities with existing and potential clients including the planning and development of proposals
	Evaluates new energy efficiency technologies 

QUALIFICATIONS AND CAPABILITIES

	Working knowledge and expertise in end use technologies, building science and renewables
	Excellent interpersonal communication skills
	Organized, detail-oriented, and accurate
	Ability to:
	Develop and manage working relationships and collaborate with internal staff, customers, clients and trade allies
	Lead systematic process and/or tactical planning and implement planned steps from start to finish
	Respond effectively to the most sensitive inquiries or complaints
	Read, analyze, and interpret the most complex documents
	Demonstrated ability to:
	Handle multiple projects, tasks, and competing priorities in a dynamic and fast-paced environment
	Conduct, supervise, and review complex engineering assessment and analysis
	Clearly and effectively communicate technical subject matter to nontechnical client staff, client management, government regulators, and other technical and nontechnical stake holders
	Lead and mentor junior level staff
	Work independently and in a collaborative team environment
	Demonstrated:
	Strong personal commitment to the goals of energy efficiency
	Expertise in a broad range of end use technologies, building science, and modeling
	Project management experience for large complex projects
	Report writing skills
EDUCATION, EXPERIENCE, KNOWLEDGE
	BS or greater in an applicable field of study
	5 or more years of related experience
	Directly related experience may be substituted for educational requirements 

OTHER REQUIREMENTS

	Must be able to travel to customer and client facilities
	Must hold a valid driver's license
	Should hold one or more relevant certifications (PE, CEM, LEED, CLEP, CBCP, PEM)
Any of these roles and responsibilities or qualifications and capabilities are subject to review, interpretation, and change by management.
    ",Senior Engineer,https://newyork.craigslist.org/mnh/egr/d/senior-engineer/6322132346.html,TBD,,full-time
"
        
Custom Metal and Glass Fabricators/Installers looking to fill a full-time position for an Autocad Estimator/Drafter. 

We are a custom high-end metal and glass company that specializes in storefronts, curtain walls, metal staircases, railings/handrails, glass, mirror, metal decorative doors and metal decorative items.

Most of our job sites are located in the NYC Area, office and shop are located in Bronx NY. Seeking a strong detailed oriented person who is able to multi-task, prioritize, analyze and use good judgment and get the job done. Candidate must be able to show/demonstrate prior work - samples of drawings and projects you have worked on in the past. Should be proficient in AutoCad/PhotoShop/Sketching by hand. Able to work with Microsoft Excel when providing take off's with pricing and drawings that coincide with the pricing of each item called out/marked on drawings. A Clear understanding of preparing, reading drawings and understanding how to build Bill of Materials for projects. 

Prior experience in working for/with; Metal fabrication shop, woodworking, structural detailing, ornamental, glass and glazing. Construction installation experience is also a plus.We offer a competitive salary, as well as benefits (sick/vacation/personal/health benefits) after a probationary period, is over. Attach resume for consideration. We are looking for the right person and fit and to fill this position as soon as possible.

Job Type: Full-time
Required experience Minimum:
•	AutoCAD: 2 years
•	Estimating/Drafting: 2 years

    ",Metal and Glass Fabricators Seeking Estimator & AutoCAD Draftsman,https://newyork.craigslist.org/brx/egr/d/metal-and-glass-fabricators/6322152758.html,Salary is Negotiable based on Experience,Bronx-Hunts Point,full-time
"
        
Architectural Preservation Studio is a NYC- and NYS-certified WBE design professional-service corporation located in the Noho neighborhood of New York founded by a collaboration of architects, preservationists, and material conservators. We are one of the nation's leaders in historic preservation, with advanced expertise in building conservation technologies, architectural restoration, and exterior envelope repairs. We are looking for a dynamic and creative individual to augment our existing staff to meet the needs of current and future projects that include institutional, cultural, non-profit, residential, and educational for public- and private-sector clients. For more information about the firm, please visit our website at www.preservationstudio.com. 

We are currently seeking one (1) qualified candidate for the following position: 

Preservation/Exterior Envelope Project Manager
Applicants shall be architects or intern architects with a 15-20 years' experience in overseeing complex preservation and building envelope projects. A preservation/architecture degree is required, an advanced degree in preservation and/or RA is positive. Applicants must be problem solvers with proven experience with façade investigations, research, report writing, masonry conservation/restoration, waterproofing, window and roof repairs/replacement.  

Applicant must be able to clearly communicate with clients, be proficient in AutoCAD, MS Office applications, have strong construction-document experience, field experience, and the ability to work independently or lead a team depending on the project demands. The applicant will assist in actively marketing for the firm including responses to RFPs and participating in interviews. 

NYC scaffolding certification and the ability to work in suspended scaffolding and aerial lifts is required.  

Qualified candidates should submit a cover letter with position identified, resume, and salary requirements as a PDF. Proposed salary must be included for consideration. No calls please.

We are an equal opportunity employer M/F/D/V.
    ",Preservation/Exterior Envelope Project Manager,https://newyork.craigslist.org/mnh/egr/d/preservation-exterior/6322086050.html,Salary is commensurate with experience.,Greenwich Village,full-time
"
        
The position would include, but not be limited to, the following tasks:
- interact with subcontractors to obtain Bid Costs per Schedule
- Strong Telephone Skills a must
- Self Motivated
- Follow up with bids from Subcontractors
- budget/ cost estimating
- review subcontractors proposals
- review blueprints and specs
- Microsoft Excel, Word, Outlook, and Pantera experience required.

Please visit our website to find out more about our company!
www.corcon-usa.com    ",Assistant Construction Estimator/ Assistant Project Manager,https://newyork.craigslist.org/lgi/egr/d/assistant-construction/6322197815.html,depends on experience,Garden City,full-time
"
        
The DeRosa Group PC is a growing architectural firm located in Newark, NJ. Our firm currently has openings for entry level position. Diversified work includes urban redevelopment, commercial, mixed used buildings and corporate interiors. The Candidate should have the following skills
• A professional degree in architecture 
• Is proficient in the production of construction documents
• Is proficient in AutoCad, Photoshop and Revit
• Has good graphic and verbal skills and is interested and engaged in the process of Architecture
• Is detail-oriented, extremely organized, with strong technical skills

    ",Architect,https://newyork.craigslist.org/jsy/egr/d/architect/6322870016.html,negotiated,Newark,full-time
"
        
Job Requirements:
-Min. B.S. in Civil Engineering, Architecture OR 5 Years construction estimating experience
-Must be able to fully comprehend blueprints
-Project Takeoffs and Estimates
-Ability to lead project from bidding phase to close-out
-Knowledge of building construction, materials, and methods
-Proficient with Microsoft products, especially excel

Job Description:
We are seeking an experienced Civil Engineer / Architect / Estimator. Should be familiar with all facets of commercial building renovations especially Roofing, Masonry, and Interior Rehab. Should have experience of 5 years in Estimation and Project Management.

About Us:
Near LIRR Station
General Contractor
Specialty: Masonry, Roofing, Interior Rehab.    ",Civil Engineer/ Architect/ Construction Estimator - Near LIRR,https://newyork.craigslist.org/lgi/egr/d/civil-engineer-architect/6323003558.html,Compensation Commensurate with Experience,Long Island,full-time
"
        
******SEEKING PROJECT MANAGER 
for GENERAL CONTRACTOR & DESIGN FIRM*******

Korean-American owned firm NOW HIRING experienced Project Managers.

Specialize in high-end commercial, residential and landmark restoration in New York City, Long Island, Westchester and New Jersey.

Seeking individuals with commitment  to integrity, fine design and high-level customer service.

Bi-lingual Korean and English speaking candidates especially welcome.


-
KD One Design.
40-39 235th ST., Douglaston, NY 11363

212-667-7707
718-683-6798

www.kdoneconstruction.com



*******SEEKING EXPERIENCED STUDIO-OFFICE MANAGER for DESIGN&CONSTRUCTION COMPANY*******

Busy Korean-American general contractor/design firm specializing in high-end projects

Seeking a talented office- organaizer manager - prefer individual who is comfortable working with Korean/English speaking staff and client.

Must be committed to providing high-quailty, responsive customer service.


-
KD One Construction Inc.
40-39 235th ST., Douglaston, NY 11363
212-667-7707
718-683-6798

www.kdoneconstruction.com
    ",Seeking Project Manager / Office Manager for Contractor & Design Firm,https://newyork.craigslist.org/que/egr/d/seeking-project-manager/6322956232.html,to be discussed,DOUGLASTON,full-time
"
        
Job Title:

Intermediate/Senior Architect | Aviation/Airport Projects

Firm Description:
A well known international architecture and design firm that focuses upon large, complex, high profile projects.

Position Description:

Intermediate-Senior Architect with BArch or MArch to develop design and construction documents including project management and construction administration for large airport projects. Aviation and Airport experience is required, as is Revit skills acquired in an office environment.This firm offers full paid health insurance benefits as well as many other perks.

Salary:

Competitive salary commensurate with experience.

Benefits:

Full benefit package including fully paid medical.    ",Intermediate/Senior Architect | Aviation/Airport Projects,https://newyork.craigslist.org/mnh/egr/d/intermediate-senior-architect/6323001562.html,"60-120K, Commensurate with years of experience.",Flatiron,full-time
"
        
Architectural Design firm in Brooklyn. Seeking an individual with 3-5 years of mechanical design experience .

-Experience with Autocad is required.

-Strong knowledge of NYC building code and energy conservation code.

-Experience in design and specifying of HVAC, Sprinkler, Plumbing, Fire Alarm and Electrical systems.

-Job seeker to live within 20 miles of 11219 Zip code.
    ",Mechanical Design Engineering,https://newyork.craigslist.org/brk/egr/d/mechanical-design-engineering/6323111129.html,Competitive compensation based on skills/experience,,full-time
"
        
We are looking for part-time skilled upholsterers for an upscale event design company. Located in Westchester County NY. We are company that designs and builds custom furniture. 

Freelance and Part-time positions available.

Please send resume and salary requirements.
    ",Upholster Needed,https://newyork.craigslist.org/wch/egr/d/upholster-needed/6323186429.html,TBD,Elmsford,part-time
"
        
Construction administrator with (3) years minimum experience in submittals, change orders, daily reports, by-outs, shop drawings and correspondences etc.,
Needs to be able to troubleshoot day to day issues that arise from work in progress and multi task in various general construction projects from start to finish. Equal employment opportunity
Email resume    ",Construction Administrator,https://newyork.craigslist.org/brx/egr/d/construction-administrator/6323188483.html,TBD,White Plains,full-time
"
        
We are a small architecture and design firm seeking a motivated, bright and detail oriented designer to work with us on a contract basis. Intern will spend most of their time working remotely and on their own schedule for approximately 10 - 20 hours per week on varied projects ranging from high end residential design to urban infill housing projects.  There is opportunity, for the right candidate, to grow into a more permanent position, taking on more responsibility and hours. Qualified candidates seeking only contract work are welcome to apply as well.

Applicants should be working towards or possess a bachelor's or master's degree in Architecture or Interior Design.  Must have good communication skills, be willing to learn and can work independently and collaboratively as well as prioritize and manage time efficiently.

Required Software Proficiency:

    AutoCAD
    Photoshop
    3D modeling/visualization 
    InDesign (preferred but not required)
    Squarespace web design (preferred but not required)

Please reply by sending pdfs of your resume and work sample entitled as follows:

LAST NAME_RESUME.pdf
LAST NAME_PORTFOLIO.pdf

    ",Junior Architect/ Designer,https://newyork.craigslist.org/mnh/egr/d/junior-architect-designer/6323224447.html,$20-30.  Commensurate with experience and demonstrated skill.,Chelsea,contract
"
        
Immediate Freelance Opportunity with a General Contractor in NYC.


We are looking for Progressive BIM Detailer with Experience in 4-D Sequencing Modeling using the Synchro Program in combination with Navisworks and Sketchup




We have an existing model of a Hotel Project and we are looking to update and clean up the Model, Views, Color, Text for a Presentation by October 10th

Please send resume and samples of work to be considered.

There are other opportunities for BIM Freelance if the immediate task is completed in a timely manner






    ",BIM: SYNCHRO - NAVIS - SKETCHUP --- 4-D SEQUENCING WITH SYNCHRO,https://newyork.craigslist.org/mnh/egr/d/bim-synchro-navis-sketchup-4/6323583670.html,Commensurate on Experience,Nolita / Bowery,part-time
"
        
Construction company seeking administrative assistant with strong organizational skills.  Candidates with prior experience in the construction industry are preferred.  Responsibilities will include the preparation, management and tracking of various contract documents, and communicating with vendors, subcontractors and project owners.

This is a full time position for immediate hire.    ",Construction Administrative Assistant,https://newyork.craigslist.org/wch/egr/d/construction-administrative/6323965293.html,Based on Experience,,full-time
"
        
Title: 
Project Architect

Client:
Our client is a multidisciplinary design and research studio of architect based in New York, the studio stands poised at the intersection of architecture, urban design, placemaking, film, exhibitions, programming, and development strategy, to develop a wide variety of projects and experiences.

Description: 
We are seeking an experienced project architect to complete documentation of two residential projects: the renovation of an early 20th century single-family house in Hastings on Hudson, New York, and a 1,800 SF residential loft in Tribeca. Project Architect to complete existing (partially completed) drawing sets for both projects, producing bid and permit sets (with assistance from code consultants for NYC project), and construction documents and specifications. Areas of focus include cabinet and millwork detailing, window and door specification, basic residential lighting and electrical plans, schematic air-conditions layouts (with AC subs assistance), energy charts for permit sets, etc. Scope may include potential construction administration for Hastings on Hudson project.
    ",Senior Project Architect,https://newyork.craigslist.org/mnh/egr/d/senior-project-architect/6323613753.html,$50-$55 Hour 20-30 Hours Per Week,Midtown,part-time
"
        
Job Title:

Junior Construction Project Manager | Healthcare | Medical | Hospital Facilities

Firm Description:

Large, leading NYC academic medical/hospital center.

Job Description:

Oversee multiple large healthcare related projects from design through construction.

Ensure standards code compliance.

Manage RFP process.

Manage the design development process.

Coordinate with architects, vendors, consultants, and City agencies.

Requirements Include:

2+ years of Project Management experience in a healthcare, architecture or construction setting.

Bachelor or Masters Degree in Architecture, Engineering or Construction Management.    ",Junior Construction Project Manager | Healthcare Facilities,https://newyork.craigslist.org/mnh/egr/d/junior-construction-project/6323597791.html,75-85K,Murray Hill,full-time
"
        
We are an established and awarded small architectural firm located in Manhattan. Our projects cover a wide range of public buildings and educational facilities. We are looking to expand our staffing by hiring talented individuals who have the potential and ambition for growth towards positions in office leadership.
Your responsibilities:
•	Participate in the design and production of multiple projects at all design and project administration phases.
•	Communicate with in-house staff, consultants and clients.
•	Participate in site meetings and prepare minutes. Observe and document progress and quality of construction work.
Candidates must:
•	Have 2-5 years USA professional experience.
•	Be interested in assuming a major role in our office and taking on responsibilities.
•	Be highly motivated with the ability to work as part of a team and independently.
•	Have knowledge of NYC codes and zoning.
•	Be Autocad and Revit proficient. 3D skills capability a definite plus.
•	Possess exemplary verbal and writing skills.
•	Have working experience in design, detailing and construction administration.
•	Be a US citizen or be permitted to work in the USA

Our office organization enables staff members a hands-on experience. Working on multiple projects and different phases of work, including design, construction documents and job administration. Our transparent office environment provides exposure to all aspects of the practice.
We offer competitive salaries, health coverage and profit sharing.
Interested candidates should email a cover letter, resume, work samples and requested compensation in PDF format.
    ",Architect/Designer,https://newyork.craigslist.org/mnh/egr/d/architect-designer/6323661585.html,Commensurate with experience and qualifications,,full-time
"
        
Project Architect(s) with minimum Five years experience working on projects in and around NYC. Our office focuses on mixed-use urban development, with multifamily, retail and Hospitality. Successful, 8- person architectural office, conveniently located next to public transportation. Pleasant and flexible work environment.

We are looking for self-starters who can handle some of our small to mid-sized urban projects from end to end. Responsibility for project organization, project schedule and production drawings, day-to-day interaction with consultants and construction personnel plus code review. Experience managing multi million dollar projects without supervision and knowledge of NYC BC & NYC Zoning is highly desirable. Strong design skills and ability to work with Revit/BIM, Rhino and Sketch up, beside traditional Autocad is desirable.

Architectural registration is not required, but professional development in process is preferred(i.e., IDP program in preparation for exam). Please forward your resume, cover letter and a small sample of your work. This is a full time permanent position.

We offer competitive compensation and the opportunity to gain experience in a wide variety of roles and project types. You will have meaningful input in the design phase of all projects. Office atmosphere is informal and relaxed. Flexible hours, pay commensurate with experience. 


    ",Project Architect(s),https://newyork.craigslist.org/que/egr/d/project-architects/6324310940.html,Commensurate with Experience,Queens,full-time
"
        
Seeking Construction Project Engineer for work on heavy civil projects.  Responsibilities will include preparation and tracking of RFIs, change orders, and other contract documents, scheduling, takeoffs, estimating, purchasing, and cost control.  This position will require work at both the home office in Mt. Vernon and project sites throughout the five boroughs.  Candidates with previous experience working on NYC DDC projects are preferred.

We encourage candidates of all experience levels to apply.  Compensation and benefits based on experience.    ",Construction Project Engineer,https://newyork.craigslist.org/wch/egr/d/construction-project-engineer/6323975870.html,Based on Experience,,full-time
"
        
Mortar is a growing NY Architectural firm specializing in residential design and construction. We are looking for an experienced junior architect to work on and assist with several new construction multi-family residential projects.

Applicant must be able to working on multiple projects and be part of a production team, be comfortable to attending client meetings, and working to assemble a set of Construction Documents.

- 2 to 5 years of work experience in all architectural project phases from conceptual design through construction administration

- Familiar with construction detailing and creating a fully coordinated construction document set

- Familiar with NYC Building Department rules and zoning

- Comfortable w/ working in the field with contractors

- Good communication, leadership, and problem-solving skills

- Excellent interpersonal skills to communicate effectively with clients, contractors, and consultants

- Degree from an accredited architecture school

- Self motivated

MORTAR ARCHITECTURE + DEVELOPMENT

www.mortararchdev.com

Please email resume and salary requirements.
    ",Junior Architect - 2 - 5 Years Experience,https://newyork.craigslist.org/mnh/egr/d/junior-architect-2-5-years/6324334871.html,Based on experience,Chelsea,full-time
"
        
Award winning Architecture/Design Firm Gerner Kronick + Valcarcel Architects is seeking Intermediate Architects for full-time positions. Gerner Kronick + Valcarcel is a full service architectural firm working in diverse market segments. The successful candidate will have strong design and production skills. Proficiency in Vectorworks is a plus.


Qualifications:
Strong design and production skills
Vectorworks is a plus
3D Rendering

Application Instructions​:

Please email resumes to ebueno@gkvarchitects.com for consideration with subject line ""Intermediate Architect.""


    ",Intermediate Architect,https://newyork.craigslist.org/mnh/egr/d/intermediate-architect/6324859196.html,To Be Determine,Park Avenue South,full-time
"
        
Job Title:
Junior or Intermediate Architect/Architectural Designer | Retail Interiors

Position Description:
An award winning luxury retail design firm is seeking a long term full time consultant to work Monday through Friday in the office developing AutoCAD construction drawings, developing interior details and creating SketchUp models.
Professional work samples of SketchUp models are a requirement for consideration. These work samples must have been developed in a professional work environment as opposed to school.
The candidate must be available to begin work immediately.
Retail project experience is required. 

Required Education:
Bachelor of Architecture or Master of Architecture from an Accredited University.

Compensation: 
Hourly/1099 Independent Contractor. Get paid a top hourly rate for each hour you work!

    ",Junior Architectural Designer | Luxury Retail,https://newyork.craigslist.org/mnh/egr/d/junior-architectural-designer/6324897290.html,35 per hour.,Midtown,contract
"
        
Looking for expeditor with class 2 license for a small architecture firm. About 6-8 projects a month sometimes more depending on season, mostly alt-2s.    ",Expeditor DOB filling representative class 2 lic.,https://newyork.craigslist.org/mnh/egr/d/expeditor-dob-filling/6324960551.html,compensation per project,,contract
"
        
Private Hotel has a full time mechanic position available. 

You will be training as an Apprentice with the Engineering.
Must have 2-5 years experience working in a full service hotel as a mechanic.
 A minimum of formal education of a high school diploma and a minimum of three years job-related experience.

Must be flexible. 

 Certificates in: sprinkler, standpipe, swimming pool operation technology, air compressor
 Demonstrates ability to perform mechanical skills including: plumbing, heating, electrical, mechanical and testing equipment.
 Must be able to read work orders and specifications
 Must comply with all safety procedures including lock out. tag out
 Must be able to perform performance maintenance on all required equipment
 Completes AM/PM checklist(s) daily
 Makes daily rounds of property to ensure smooth operation of equipment
 Repairs all malfunctioning mechanic devices
 Respond to employee and member calls in a timely, friendly and efficient manner to assess and repair equipment

 Please send resume and cover letter for consideration.    ",Hotel Mechanic,https://newyork.craigslist.org/mnh/egr/d/hotel-mechanic/6324885039.html,$22.00 per hour plus medical insurance,Midtown,full-time
"
        
A small architecture and interior design office on the Upper East Side is seeking and Administrative/Design/Office Assistant with a basic knowledge of the Inteior Design field immediately. 

Applicant must be a self-sufficient, dilligent and organized person willing to take on new projects independently while sustaining overall office responsibilities. A working knowledge of AutoCAD is preferred, along with an excellent memory for detail and the ability to multi-task and problem solve. 

Experience in administration (i.e. invoicing, professional phone manner, etc.) is more important than Architecture and Design experience, and desired candidates ideally have 1-5 years of experience. 

If you are interested in the industry and have strong skills as noted above, please email a note as to why you should be selected for the job along with your resume.    ",Administrative/Design/Office Assistant,https://newyork.craigslist.org/mnh/egr/d/administrative-design-office/6325049058.html,DOE,Upper East Side,full-time
"
        
Immediate opening for self motivated Junior Architect(s) at our Busy Architectural Office located in DJ, Queens.
Great Opportunity for the right candidate--- dedicated, eager and willing to do what it takes to complete a project. Must be proficient in Autocad (sketchup, Revit is a +). Shall be involved in all phases from site visit, Zoning, Code Review to CD. Must be an organized team player with excellent verbal and written skills. Familiarity with NYC Zoning & BC is desirable. 
Minimum 2 yrs of NYC experience.

Please email PDF of your resume and work samples    ",Junior Architect,https://newyork.craigslist.org/que/egr/d/junior-architect/6324905614.html,Commensurate with Experience,,full-time
"
        
Looking for a construction supervisor for a masonry sub contractor company. Individual needs to be professional and proficient in reading architectural drawings. Job provides great opportunity for experience and growth. Responsibilities include (but not limited to) managing employees, coordinating work schedules, and making sure employees meet deadlines as per schedule. Please email resumes, cover letter, writing sample (if possible) and wait to be contacted.

Duties:

- Coordinate with other trades, project managers, owners and employees

- Dispatch/oversee workers

- Manage time schedules, deadlines, budgets

- Monitor compliance with building and safety codes, and other regulations

- Assist the Project Executive and PM in planning and execution

- Responsible for managing day-to-day project activities. Under the supervision of a PM

- Assist in the preparation of daily, weekly, monthly reports that discuss, in detail, the status of the project

Individual Must:

- Have advanced skills in organizing construction sites and field personnel

- Be able to handle high volume of work

- Have the flexibility to work overtime when warranted

- Have strong leadership & analytical skills    ",Construction Site Supervisor,https://newyork.craigslist.org/mnh/egr/d/construction-site-supervisor/6325062094.html,30-35K,,full-time
"
        
Established NYC steel erection contractor, specializing in high rise building work, seeks individual proficient in steel take-off and estimating.
Responsibilities:
- Prepare detailed estimates for new projects and change orders.
- Review and comment on job specifications and scope documents.
- Prepare detailed erection scheduling on Microsoft Project or Primavera.
- Analyze crane requirements and prepare layout drawing on AutoCAD.
- Interface with Sales and Project Management teams.

Engineering and computer background preferred.
    ","Estimator - Structural Steel Erection - Queens, NY",https://newyork.craigslist.org/lgi/egr/d/estimator-structural-steel/6324799552.html,Compensation commensurate with experience,,full-time
"
        
An Internationally acclaimed interior design firm with a global team of designers, dedicated to creating joyful guest experiences around the world and exceptional results for our clients.

We are looking for the following candidates:

A self-motivated extremely detail-oriented individual with strong design development skills and a passion for everything design related. You will work closely together with the FF&E studio writing specification documentation, create furniture details and must have a great knowledge in architectural finish and FF&E. 

We will offer you growth and opportunity to contribute to a diverse range of creative projects both international and national. You will become a part of a dynamicand very talented team.

- Proficient in AutoCAD
- Proficient in Sketch up
- Proficient in Photoshop
- Deep knowledge of FF&E and Architectural Finishes materials 
- Proficient in Photoshop/Illustrator
- Strong ability to put together graphics presentation material
- Multi- tasking Skills
- Creative thinker
- Strong design sensibility
- Strong attention to detail.
- Excellent communication skills
- Multi- tasking Skills
- Team player
- Willingness to travel both national and international
- Bachelor's degree in Interior design or Architecture plus 5+ years of hospitality work experience
    ",Interior Designer,https://newyork.craigslist.org/mnh/egr/d/interior-designer/6325070390.html,"Salary/Benefits:  Excellent salary, commensurate with experience.  Health & dental benefits",Chelsea,full-time
"
        
Our event company is looking for a designer to create event floor plans, assist in design elements for each event, and assist with graphic design elements / branding for events including designing and sending out marketing emails. 

Responsibilities include but are not limited to laying out floor plans, creating custom diagrams, aiding in event build-outs, building custom emails, sending out customs emails, and creating graphic elements for marketing materials. The ideal candidate will have excellent customer service skills, meet deadlines, and work will within a small team. Position requires travel. 

Qualifications: Applicants must be responsible, strong problem solvers, highly organized, able to meet deadlines, be fluent in auto cad, sketchUp, indesign, photoshop, and have strong inter-personal and communication skills. 

Knowledge of Event Production, Email Marketing and HTML not required, however, please list relevant experience.

Please send resume and cover letter.    ",Event Designer,https://newyork.craigslist.org/brk/egr/d/event-designer/6325071529.html,TBD,Brooklyn,full-time
"
        
GENERAL CONSTRUCTION ESTIMATOR NEED IT. PLEASE SEND OVER RESUME.
    ",General Construction Estimator,https://newyork.craigslist.org/que/egr/d/general-construction-estimator/6325250234.html,will be discuss at the time of the interview,,full-time
"
        
JS Technology Group is seeking architects to collaborate on projects involving deep technology integration.

We are an integrator of smart home/office, A/V, security, data, and other technologies, looking to add value to architectural projects.

Ideal collaborators will have aesthetically sensitive projects with high technology needs. Collaborators will also be ready to accept bid requests from us for architecture work. Please reach out to us to schedule an introductory discussion and see if we're a good fit. 

Joe's direct line - 855-692-8324

Our website - jstechgroup.com

Some references:

John Sunwoo @ Pallet Architecture - 347-762-1379
Matt Miller @ Studiolab - 212-620-0085
Audra Manzano @ Audra Manzano Architect pllc - 646-248-8880
Cathal Monaghan @ Murphy Kennedy Group - 646-522-3593
Rovena Haxhiaj @ First Service Residential - 212-634-5465
Alex Lose @ Identity Media - 212-683-2500
    ",Tech Integrator Seeking Architect,https://newyork.craigslist.org/mnh/egr/d/tech-integrator-seeking/6325700369.html,"Will offer discounts and/or commissions on new bid requests to us, and reciprocal bid requests for architecture work in return",Union Square,employee's choice
